index,model_abbr,region_id,forecast_date,target_date,target_type,value
53528,COVIDhub-ensemble,29015,2020-09-07,2020-10-05,cases,4.0
53536,COVIDhub-ensemble,29017,2020-09-07,2020-09-14,cases,26.0
53544,COVIDhub-ensemble,29017,2020-09-07,2020-09-21,cases,26.0
53552,COVIDhub-ensemble,29017,2020-09-07,2020-09-28,cases,25.0
53560,COVIDhub-ensemble,29017,2020-09-07,2020-10-05,cases,24.0
53568,COVIDhub-ensemble,29019,2020-09-07,2020-09-14,cases,949.0
53576,COVIDhub-ensemble,29019,2020-09-07,2020-09-21,cases,812.0
53584,COVIDhub-ensemble,29019,2020-09-07,2020-09-28,cases,705.0
53592,COVIDhub-ensemble,29019,2020-09-07,2020-10-05,cases,690.0
53600,COVIDhub-ensemble,29021,2020-09-07,2020-09-14,cases,127.0
53608,COVIDhub-ensemble,29021,2020-09-07,2020-09-21,cases,113.0
53616,COVIDhub-ensemble,29021,2020-09-07,2020-09-28,cases,107.0
53624,COVIDhub-ensemble,29021,2020-09-07,2020-10-05,cases,107.0
53632,COVIDhub-ensemble,29023,2020-09-07,2020-09-14,cases,37.0
53640,COVIDhub-ensemble,29023,2020-09-07,2020-09-21,cases,37.0
53648,COVIDhub-ensemble,29023,2020-09-07,2020-09-28,cases,37.0
53656,COVIDhub-ensemble,29023,2020-09-07,2020-10-05,cases,37.0
53664,COVIDhub-ensemble,29025,2020-09-07,2020-09-14,cases,7.0
53672,COVIDhub-ensemble,29025,2020-09-07,2020-09-21,cases,7.0
53680,COVIDhub-ensemble,29025,2020-09-07,2020-09-28,cases,7.0
53688,COVIDhub-ensemble,29025,2020-09-07,2020-10-05,cases,7.0
53696,COVIDhub-ensemble,29027,2020-09-07,2020-09-14,cases,94.0
53704,COVIDhub-ensemble,29027,2020-09-07,2020-09-21,cases,92.0
53712,COVIDhub-ensemble,29027,2020-09-07,2020-09-28,cases,93.0
53720,COVIDhub-ensemble,29027,2020-09-07,2020-10-05,cases,91.0
53728,COVIDhub-ensemble,29029,2020-09-07,2020-09-14,cases,71.0
53736,COVIDhub-ensemble,29029,2020-09-07,2020-09-21,cases,71.0
53744,COVIDhub-ensemble,29029,2020-09-07,2020-09-28,cases,76.0
53752,COVIDhub-ensemble,29029,2020-09-07,2020-10-05,cases,76.0
53760,COVIDhub-ensemble,29031,2020-09-07,2020-09-14,cases,107.0
53768,COVIDhub-ensemble,29031,2020-09-07,2020-09-21,cases,105.0
53776,COVIDhub-ensemble,29031,2020-09-07,2020-09-28,cases,107.0
53784,COVIDhub-ensemble,29031,2020-09-07,2020-10-05,cases,105.0
53792,COVIDhub-ensemble,29033,2020-09-07,2020-09-14,cases,5.0
53800,COVIDhub-ensemble,29033,2020-09-07,2020-09-21,cases,5.0
53808,COVIDhub-ensemble,29033,2020-09-07,2020-09-28,cases,4.0
53816,COVIDhub-ensemble,29033,2020-09-07,2020-10-05,cases,5.0
53824,COVIDhub-ensemble,29035,2020-09-07,2020-09-14,cases,4.0
53832,COVIDhub-ensemble,29035,2020-09-07,2020-09-21,cases,3.0
53840,COVIDhub-ensemble,29035,2020-09-07,2020-09-28,cases,4.0
53848,COVIDhub-ensemble,29035,2020-09-07,2020-10-05,cases,4.0
53856,COVIDhub-ensemble,29037,2020-09-07,2020-09-14,cases,78.0
53864,COVIDhub-ensemble,29037,2020-09-07,2020-09-21,cases,69.0
53872,COVIDhub-ensemble,29037,2020-09-07,2020-09-28,cases,63.0
53880,COVIDhub-ensemble,29037,2020-09-07,2020-10-05,cases,59.0
53888,COVIDhub-ensemble,29039,2020-09-07,2020-09-14,cases,8.0
53896,COVIDhub-ensemble,29039,2020-09-07,2020-09-21,cases,7.0
53904,COVIDhub-ensemble,29039,2020-09-07,2020-09-28,cases,9.0
53912,COVIDhub-ensemble,29039,2020-09-07,2020-10-05,cases,9.0
53920,COVIDhub-ensemble,29041,2020-09-07,2020-09-14,cases,7.0
53928,COVIDhub-ensemble,29041,2020-09-07,2020-09-21,cases,6.0
53936,COVIDhub-ensemble,29041,2020-09-07,2020-09-28,cases,5.0
53944,COVIDhub-ensemble,29041,2020-09-07,2020-10-05,cases,5.0
53952,COVIDhub-ensemble,29043,2020-09-07,2020-09-14,cases,149.0
53960,COVIDhub-ensemble,29043,2020-09-07,2020-09-21,cases,142.0
53968,COVIDhub-ensemble,29043,2020-09-07,2020-09-28,cases,136.0
53976,COVIDhub-ensemble,29043,2020-09-07,2020-10-05,cases,130.0
53984,COVIDhub-ensemble,29045,2020-09-07,2020-09-14,cases,4.0
53992,COVIDhub-ensemble,29045,2020-09-07,2020-09-21,cases,5.0
54000,COVIDhub-ensemble,29045,2020-09-07,2020-09-28,cases,5.0
54008,COVIDhub-ensemble,29045,2020-09-07,2020-10-05,cases,5.0
54016,COVIDhub-ensemble,29047,2020-09-07,2020-09-14,cases,122.0
54024,COVIDhub-ensemble,29047,2020-09-07,2020-09-21,cases,127.0
54032,COVIDhub-ensemble,29047,2020-09-07,2020-09-28,cases,126.0
54040,COVIDhub-ensemble,29047,2020-09-07,2020-10-05,cases,126.0
54048,COVIDhub-ensemble,29049,2020-09-07,2020-09-14,cases,27.0
54056,COVIDhub-ensemble,29049,2020-09-07,2020-09-21,cases,24.0
54064,COVIDhub-ensemble,29049,2020-09-07,2020-09-28,cases,25.0
54072,COVIDhub-ensemble,29049,2020-09-07,2020-10-05,cases,24.0
54080,COVIDhub-ensemble,29051,2020-09-07,2020-09-14,cases,153.0
54088,COVIDhub-ensemble,29051,2020-09-07,2020-09-21,cases,143.0
54096,COVIDhub-ensemble,29051,2020-09-07,2020-09-28,cases,137.0
54104,COVIDhub-ensemble,29051,2020-09-07,2020-10-05,cases,143.0
54112,COVIDhub-ensemble,29053,2020-09-07,2020-09-14,cases,45.0
54120,COVIDhub-ensemble,29053,2020-09-07,2020-09-21,cases,44.0
54128,COVIDhub-ensemble,29053,2020-09-07,2020-09-28,cases,42.0
54136,COVIDhub-ensemble,29053,2020-09-07,2020-10-05,cases,45.0
54144,COVIDhub-ensemble,29055,2020-09-07,2020-09-14,cases,30.0
54152,COVIDhub-ensemble,29055,2020-09-07,2020-09-21,cases,33.0
54160,COVIDhub-ensemble,29055,2020-09-07,2020-09-28,cases,38.0
54168,COVIDhub-ensemble,29055,2020-09-07,2020-10-05,cases,41.0
54176,COVIDhub-ensemble,29057,2020-09-07,2020-09-14,cases,5.0
54184,COVIDhub-ensemble,29057,2020-09-07,2020-09-21,cases,6.0
54192,COVIDhub-ensemble,29057,2020-09-07,2020-09-28,cases,6.0
54200,COVIDhub-ensemble,29057,2020-09-07,2020-10-05,cases,6.0
54208,COVIDhub-ensemble,29059,2020-09-07,2020-09-14,cases,13.0
54216,COVIDhub-ensemble,29059,2020-09-07,2020-09-21,cases,13.0
54224,COVIDhub-ensemble,29059,2020-09-07,2020-09-28,cases,13.0
54232,COVIDhub-ensemble,29059,2020-09-07,2020-10-05,cases,13.0
54240,COVIDhub-ensemble,29061,2020-09-07,2020-09-14,cases,11.0
54248,COVIDhub-ensemble,29061,2020-09-07,2020-09-21,cases,12.0
54256,COVIDhub-ensemble,29061,2020-09-07,2020-09-28,cases,11.0
54264,COVIDhub-ensemble,29061,2020-09-07,2020-10-05,cases,11.0
54272,COVIDhub-ensemble,29063,2020-09-07,2020-09-14,cases,15.0
54280,COVIDhub-ensemble,29063,2020-09-07,2020-09-21,cases,15.0
54288,COVIDhub-ensemble,29063,2020-09-07,2020-09-28,cases,15.0
54296,COVIDhub-ensemble,29063,2020-09-07,2020-10-05,cases,15.0
54304,COVIDhub-ensemble,29065,2020-09-07,2020-09-14,cases,14.0
54312,COVIDhub-ensemble,29065,2020-09-07,2020-09-21,cases,13.0
54320,COVIDhub-ensemble,29065,2020-09-07,2020-09-28,cases,12.0
54328,COVIDhub-ensemble,29065,2020-09-07,2020-10-05,cases,12.0
54336,COVIDhub-ensemble,29067,2020-09-07,2020-09-14,cases,7.0
54344,COVIDhub-ensemble,29067,2020-09-07,2020-09-21,cases,7.0
54352,COVIDhub-ensemble,29067,2020-09-07,2020-09-28,cases,8.0
54360,COVIDhub-ensemble,29067,2020-09-07,2020-10-05,cases,8.0
54368,COVIDhub-ensemble,29069,2020-09-07,2020-09-14,cases,57.0
54376,COVIDhub-ensemble,29069,2020-09-07,2020-09-21,cases,51.0
54384,COVIDhub-ensemble,29069,2020-09-07,2020-09-28,cases,49.0
54392,COVIDhub-ensemble,29069,2020-09-07,2020-10-05,cases,54.0
54400,COVIDhub-ensemble,29071,2020-09-07,2020-09-14,cases,132.0
54408,COVIDhub-ensemble,29071,2020-09-07,2020-09-21,cases,129.0
54416,COVIDhub-ensemble,29071,2020-09-07,2020-09-28,cases,123.0
54424,COVIDhub-ensemble,29071,2020-09-07,2020-10-05,cases,120.0
54432,COVIDhub-ensemble,29073,2020-09-07,2020-09-14,cases,12.0
54440,COVIDhub-ensemble,29073,2020-09-07,2020-09-21,cases,14.0
54448,COVIDhub-ensemble,29073,2020-09-07,2020-09-28,cases,17.0
54456,COVIDhub-ensemble,29073,2020-09-07,2020-10-05,cases,17.0
54464,COVIDhub-ensemble,29075,2020-09-07,2020-09-14,cases,4.0
54472,COVIDhub-ensemble,29075,2020-09-07,2020-09-21,cases,5.0
54480,COVIDhub-ensemble,29075,2020-09-07,2020-09-28,cases,4.0
54488,COVIDhub-ensemble,29075,2020-09-07,2020-10-05,cases,4.0
54496,COVIDhub-ensemble,29077,2020-09-07,2020-09-14,cases,854.0
54504,COVIDhub-ensemble,29077,2020-09-07,2020-09-21,cases,815.0
54512,COVIDhub-ensemble,29077,2020-09-07,2020-09-28,cases,839.0
54520,COVIDhub-ensemble,29077,2020-09-07,2020-10-05,cases,851.0
54528,COVIDhub-ensemble,29079,2020-09-07,2020-09-14,cases,39.0
54536,COVIDhub-ensemble,29079,2020-09-07,2020-09-21,cases,28.0
54544,COVIDhub-ensemble,29079,2020-09-07,2020-09-28,cases,23.0
54552,COVIDhub-ensemble,29079,2020-09-07,2020-10-05,cases,21.0
54560,COVIDhub-ensemble,29081,2020-09-07,2020-09-14,cases,13.0
54568,COVIDhub-ensemble,29081,2020-09-07,2020-09-21,cases,10.0
54576,COVIDhub-ensemble,29081,2020-09-07,2020-09-28,cases,9.0
54584,COVIDhub-ensemble,29081,2020-09-07,2020-10-05,cases,9.0
54592,COVIDhub-ensemble,29083,2020-09-07,2020-09-14,cases,13.0
54600,COVIDhub-ensemble,29083,2020-09-07,2020-09-21,cases,12.0
54608,COVIDhub-ensemble,29083,2020-09-07,2020-09-28,cases,13.0
54616,COVIDhub-ensemble,29083,2020-09-07,2020-10-05,cases,11.0
54624,COVIDhub-ensemble,29085,2020-09-07,2020-09-14,cases,4.0
54632,COVIDhub-ensemble,29085,2020-09-07,2020-09-21,cases,4.0
54640,COVIDhub-ensemble,29085,2020-09-07,2020-09-28,cases,4.0
54648,COVIDhub-ensemble,29085,2020-09-07,2020-10-05,cases,3.0
54656,COVIDhub-ensemble,29087,2020-09-07,2020-09-14,cases,5.0
54664,COVIDhub-ensemble,29087,2020-09-07,2020-09-21,cases,3.0
54672,COVIDhub-ensemble,29087,2020-09-07,2020-09-28,cases,2.0
54680,COVIDhub-ensemble,29087,2020-09-07,2020-10-05,cases,2.0
54688,COVIDhub-ensemble,29089,2020-09-07,2020-09-14,cases,19.0
54696,COVIDhub-ensemble,29089,2020-09-07,2020-09-21,cases,17.0
54704,COVIDhub-ensemble,29089,2020-09-07,2020-09-28,cases,14.0
54712,COVIDhub-ensemble,29089,2020-09-07,2020-10-05,cases,14.0
54720,COVIDhub-ensemble,29091,2020-09-07,2020-09-14,cases,53.0
54728,COVIDhub-ensemble,29091,2020-09-07,2020-09-21,cases,62.0
54736,COVIDhub-ensemble,29091,2020-09-07,2020-09-28,cases,66.0
54744,COVIDhub-ensemble,29091,2020-09-07,2020-10-05,cases,66.0
54752,COVIDhub-ensemble,29093,2020-09-07,2020-09-14,cases,1.0
54760,COVIDhub-ensemble,29093,2020-09-07,2020-09-21,cases,1.0
54768,COVIDhub-ensemble,29093,2020-09-07,2020-09-28,cases,1.0
54776,COVIDhub-ensemble,29093,2020-09-07,2020-10-05,cases,1.0
54784,COVIDhub-ensemble,29095,2020-09-07,2020-09-14,cases,534.0
54792,COVIDhub-ensemble,29095,2020-09-07,2020-09-21,cases,553.0
54800,COVIDhub-ensemble,29095,2020-09-07,2020-09-28,cases,510.0
54808,COVIDhub-ensemble,29095,2020-09-07,2020-10-05,cases,503.0
54816,COVIDhub-ensemble,29097,2020-09-07,2020-09-14,cases,309.0
54824,COVIDhub-ensemble,29097,2020-09-07,2020-09-21,cases,270.0
54832,COVIDhub-ensemble,29097,2020-09-07,2020-09-28,cases,212.0
54840,COVIDhub-ensemble,29097,2020-09-07,2020-10-05,cases,205.0
54848,COVIDhub-ensemble,29099,2020-09-07,2020-09-14,cases,416.0
54856,COVIDhub-ensemble,29099,2020-09-07,2020-09-21,cases,408.0
54864,COVIDhub-ensemble,29099,2020-09-07,2020-09-28,cases,393.0
54872,COVIDhub-ensemble,29099,2020-09-07,2020-10-05,cases,392.0
54880,COVIDhub-ensemble,29101,2020-09-07,2020-09-14,cases,74.0
54888,COVIDhub-ensemble,29101,2020-09-07,2020-09-21,cases,83.0
54896,COVIDhub-ensemble,29101,2020-09-07,2020-09-28,cases,82.0
54904,COVIDhub-ensemble,29101,2020-09-07,2020-10-05,cases,83.0
54912,COVIDhub-ensemble,29103,2020-09-07,2020-09-14,cases,2.0
54920,COVIDhub-ensemble,29103,2020-09-07,2020-09-21,cases,2.0
54928,COVIDhub-ensemble,29103,2020-09-07,2020-09-28,cases,2.0
54936,COVIDhub-ensemble,29103,2020-09-07,2020-10-05,cases,2.0
54944,COVIDhub-ensemble,29105,2020-09-07,2020-09-14,cases,36.0
54952,COVIDhub-ensemble,29105,2020-09-07,2020-09-21,cases,36.0
54960,COVIDhub-ensemble,29105,2020-09-07,2020-09-28,cases,36.0
54968,COVIDhub-ensemble,29105,2020-09-07,2020-10-05,cases,36.0
54976,COVIDhub-ensemble,29107,2020-09-07,2020-09-14,cases,34.0
54984,COVIDhub-ensemble,29107,2020-09-07,2020-09-21,cases,35.0
54992,COVIDhub-ensemble,29107,2020-09-07,2020-09-28,cases,34.0
55000,COVIDhub-ensemble,29107,2020-09-07,2020-10-05,cases,31.0
55008,COVIDhub-ensemble,29109,2020-09-07,2020-09-14,cases,37.0
55016,COVIDhub-ensemble,29109,2020-09-07,2020-09-21,cases,38.0
55024,COVIDhub-ensemble,29109,2020-09-07,2020-09-28,cases,38.0
55032,COVIDhub-ensemble,29109,2020-09-07,2020-10-05,cases,38.0
55040,COVIDhub-ensemble,29111,2020-09-07,2020-09-14,cases,5.0
55048,COVIDhub-ensemble,29111,2020-09-07,2020-09-21,cases,5.0
55056,COVIDhub-ensemble,29111,2020-09-07,2020-09-28,cases,4.0
55064,COVIDhub-ensemble,29111,2020-09-07,2020-10-05,cases,4.0
55072,COVIDhub-ensemble,29113,2020-09-07,2020-09-14,cases,60.0
55080,COVIDhub-ensemble,29113,2020-09-07,2020-09-21,cases,60.0
55088,COVIDhub-ensemble,29113,2020-09-07,2020-09-28,cases,60.0
55096,COVIDhub-ensemble,29113,2020-09-07,2020-10-05,cases,60.0
55104,COVIDhub-ensemble,29115,2020-09-07,2020-09-14,cases,4.0
55112,COVIDhub-ensemble,29115,2020-09-07,2020-09-21,cases,4.0
55120,COVIDhub-ensemble,29115,2020-09-07,2020-09-28,cases,4.0
55128,COVIDhub-ensemble,29115,2020-09-07,2020-10-05,cases,4.0
55136,COVIDhub-ensemble,29117,2020-09-07,2020-09-14,cases,225.0
55144,COVIDhub-ensemble,29117,2020-09-07,2020-09-21,cases,146.0
55152,COVIDhub-ensemble,29117,2020-09-07,2020-09-28,cases,84.0
55160,COVIDhub-ensemble,29117,2020-09-07,2020-10-05,cases,63.0
55168,COVIDhub-ensemble,29119,2020-09-07,2020-09-14,cases,10.0
55176,COVIDhub-ensemble,29119,2020-09-07,2020-09-21,cases,10.0
55184,COVIDhub-ensemble,29119,2020-09-07,2020-09-28,cases,10.0
55192,COVIDhub-ensemble,29119,2020-09-07,2020-10-05,cases,11.0
55200,COVIDhub-ensemble,29121,2020-09-07,2020-09-14,cases,8.0
55208,COVIDhub-ensemble,29121,2020-09-07,2020-09-21,cases,7.0
55216,COVIDhub-ensemble,29121,2020-09-07,2020-09-28,cases,7.0
55224,COVIDhub-ensemble,29121,2020-09-07,2020-10-05,cases,7.0
55232,COVIDhub-ensemble,29123,2020-09-07,2020-09-14,cases,44.0
55240,COVIDhub-ensemble,29123,2020-09-07,2020-09-21,cases,49.0
55248,COVIDhub-ensemble,29123,2020-09-07,2020-09-28,cases,46.0
55256,COVIDhub-ensemble,29123,2020-09-07,2020-10-05,cases,42.0
55264,COVIDhub-ensemble,29125,2020-09-07,2020-09-14,cases,5.0
55272,COVIDhub-ensemble,29125,2020-09-07,2020-09-21,cases,5.0
55280,COVIDhub-ensemble,29125,2020-09-07,2020-09-28,cases,5.0
55288,COVIDhub-ensemble,29125,2020-09-07,2020-10-05,cases,5.0
55296,COVIDhub-ensemble,29127,2020-09-07,2020-09-14,cases,71.0
55304,COVIDhub-ensemble,29127,2020-09-07,2020-09-21,cases,72.0
55312,COVIDhub-ensemble,29127,2020-09-07,2020-09-28,cases,70.0
55320,COVIDhub-ensemble,29127,2020-09-07,2020-10-05,cases,67.0
55328,COVIDhub-ensemble,29129,2020-09-07,2020-09-14,cases,3.0
55336,COVIDhub-ensemble,29129,2020-09-07,2020-09-21,cases,2.0
55344,COVIDhub-ensemble,29129,2020-09-07,2020-09-28,cases,2.0
55352,COVIDhub-ensemble,29129,2020-09-07,2020-10-05,cases,2.0
55360,COVIDhub-ensemble,29131,2020-09-07,2020-09-14,cases,52.0
55368,COVIDhub-ensemble,29131,2020-09-07,2020-09-21,cases,45.0
55376,COVIDhub-ensemble,29131,2020-09-07,2020-09-28,cases,48.0
55384,COVIDhub-ensemble,29131,2020-09-07,2020-10-05,cases,48.0
55392,COVIDhub-ensemble,29133,2020-09-07,2020-09-14,cases,12.0
55400,COVIDhub-ensemble,29133,2020-09-07,2020-09-21,cases,10.0
55408,COVIDhub-ensemble,29133,2020-09-07,2020-09-28,cases,10.0
55416,COVIDhub-ensemble,29133,2020-09-07,2020-10-05,cases,10.0
55424,COVIDhub-ensemble,29135,2020-09-07,2020-09-14,cases,14.0
55432,COVIDhub-ensemble,29135,2020-09-07,2020-09-21,cases,15.0
55440,COVIDhub-ensemble,29135,2020-09-07,2020-09-28,cases,14.0
55448,COVIDhub-ensemble,29135,2020-09-07,2020-10-05,cases,14.0
55456,COVIDhub-ensemble,29137,2020-09-07,2020-09-14,cases,7.0
55464,COVIDhub-ensemble,29137,2020-09-07,2020-09-21,cases,7.0
55472,COVIDhub-ensemble,29137,2020-09-07,2020-09-28,cases,7.0
55480,COVIDhub-ensemble,29137,2020-09-07,2020-10-05,cases,7.0
55488,COVIDhub-ensemble,29139,2020-09-07,2020-09-14,cases,3.0
55496,COVIDhub-ensemble,29139,2020-09-07,2020-09-21,cases,3.0
55504,COVIDhub-ensemble,29139,2020-09-07,2020-09-28,cases,3.0
55512,COVIDhub-ensemble,29139,2020-09-07,2020-10-05,cases,3.0
55520,COVIDhub-ensemble,29141,2020-09-07,2020-09-14,cases,25.0
55528,COVIDhub-ensemble,29141,2020-09-07,2020-09-21,cases,27.0
55536,COVIDhub-ensemble,29141,2020-09-07,2020-09-28,cases,28.0
55544,COVIDhub-ensemble,29141,2020-09-07,2020-10-05,cases,28.0
55552,COVIDhub-ensemble,29143,2020-09-07,2020-09-14,cases,34.0
55560,COVIDhub-ensemble,29143,2020-09-07,2020-09-21,cases,28.0
55568,COVIDhub-ensemble,29143,2020-09-07,2020-09-28,cases,27.0
55576,COVIDhub-ensemble,29143,2020-09-07,2020-10-05,cases,30.0
55584,COVIDhub-ensemble,29145,2020-09-07,2020-09-14,cases,51.0
55592,COVIDhub-ensemble,29145,2020-09-07,2020-09-21,cases,50.0
55600,COVIDhub-ensemble,29145,2020-09-07,2020-09-28,cases,49.0
55608,COVIDhub-ensemble,29145,2020-09-07,2020-10-05,cases,51.0
55616,COVIDhub-ensemble,29147,2020-09-07,2020-09-14,cases,148.0
55624,COVIDhub-ensemble,29147,2020-09-07,2020-09-21,cases,124.0
55632,COVIDhub-ensemble,29147,2020-09-07,2020-09-28,cases,102.0
55640,COVIDhub-ensemble,29147,2020-09-07,2020-10-05,cases,107.0
55648,COVIDhub-ensemble,29149,2020-09-07,2020-09-14,cases,11.0
55656,COVIDhub-ensemble,29149,2020-09-07,2020-09-21,cases,11.0
55664,COVIDhub-ensemble,29149,2020-09-07,2020-09-28,cases,11.0
55672,COVIDhub-ensemble,29149,2020-09-07,2020-10-05,cases,11.0
55680,COVIDhub-ensemble,29151,2020-09-07,2020-09-14,cases,11.0
55688,COVIDhub-ensemble,29151,2020-09-07,2020-09-21,cases,11.0
55696,COVIDhub-ensemble,29151,2020-09-07,2020-09-28,cases,10.0
55704,COVIDhub-ensemble,29151,2020-09-07,2020-10-05,cases,11.0
55712,COVIDhub-ensemble,29153,2020-09-07,2020-09-14,cases,27.0
55720,COVIDhub-ensemble,29153,2020-09-07,2020-09-21,cases,27.0
55728,COVIDhub-ensemble,29153,2020-09-07,2020-09-28,cases,26.0
55736,COVIDhub-ensemble,29153,2020-09-07,2020-10-05,cases,24.0
55744,COVIDhub-ensemble,29155,2020-09-07,2020-09-14,cases,43.0
55752,COVIDhub-ensemble,29155,2020-09-07,2020-09-21,cases,39.0
55760,COVIDhub-ensemble,29155,2020-09-07,2020-09-28,cases,36.0
55768,COVIDhub-ensemble,29155,2020-09-07,2020-10-05,cases,34.0
55776,COVIDhub-ensemble,29157,2020-09-07,2020-09-14,cases,39.0
55784,COVIDhub-ensemble,29157,2020-09-07,2020-09-21,cases,33.0
55792,COVIDhub-ensemble,29157,2020-09-07,2020-09-28,cases,27.0
55800,COVIDhub-ensemble,29157,2020-09-07,2020-10-05,cases,24.0
55808,COVIDhub-ensemble,29159,2020-09-07,2020-09-14,cases,44.0
55816,COVIDhub-ensemble,29159,2020-09-07,2020-09-21,cases,44.0
55824,COVIDhub-ensemble,29159,2020-09-07,2020-09-28,cases,44.0
55832,COVIDhub-ensemble,29159,2020-09-07,2020-10-05,cases,42.0
55840,COVIDhub-ensemble,29161,2020-09-07,2020-09-14,cases,57.0
55848,COVIDhub-ensemble,29161,2020-09-07,2020-09-21,cases,60.0
55856,COVIDhub-ensemble,29161,2020-09-07,2020-09-28,cases,56.0
55864,COVIDhub-ensemble,29161,2020-09-07,2020-10-05,cases,62.0
55872,COVIDhub-ensemble,29163,2020-09-07,2020-09-14,cases,11.0
55880,COVIDhub-ensemble,29163,2020-09-07,2020-09-21,cases,10.0
55888,COVIDhub-ensemble,29163,2020-09-07,2020-09-28,cases,11.0
55896,COVIDhub-ensemble,29163,2020-09-07,2020-10-05,cases,11.0
55904,COVIDhub-ensemble,29165,2020-09-07,2020-09-14,cases,47.0
55912,COVIDhub-ensemble,29165,2020-09-07,2020-09-21,cases,52.0
55920,COVIDhub-ensemble,29165,2020-09-07,2020-09-28,cases,49.0
55928,COVIDhub-ensemble,29165,2020-09-07,2020-10-05,cases,45.0
55936,COVIDhub-ensemble,29167,2020-09-07,2020-09-14,cases,40.0
55944,COVIDhub-ensemble,29167,2020-09-07,2020-09-21,cases,46.0
55952,COVIDhub-ensemble,29167,2020-09-07,2020-09-28,cases,48.0
55960,COVIDhub-ensemble,29167,2020-09-07,2020-10-05,cases,49.0
55968,COVIDhub-ensemble,29169,2020-09-07,2020-09-14,cases,36.0
55976,COVIDhub-ensemble,29169,2020-09-07,2020-09-21,cases,37.0
55984,COVIDhub-ensemble,29169,2020-09-07,2020-09-28,cases,36.0
55992,COVIDhub-ensemble,29169,2020-09-07,2020-10-05,cases,36.0
56000,COVIDhub-ensemble,29171,2020-09-07,2020-09-14,cases,3.0
56008,COVIDhub-ensemble,29171,2020-09-07,2020-09-21,cases,3.0
56016,COVIDhub-ensemble,29171,2020-09-07,2020-09-28,cases,3.0
56024,COVIDhub-ensemble,29171,2020-09-07,2020-10-05,cases,3.0
56032,COVIDhub-ensemble,29173,2020-09-07,2020-09-14,cases,9.0
56040,COVIDhub-ensemble,29173,2020-09-07,2020-09-21,cases,8.0
56048,COVIDhub-ensemble,29173,2020-09-07,2020-09-28,cases,7.0
56056,COVIDhub-ensemble,29173,2020-09-07,2020-10-05,cases,6.0
56064,COVIDhub-ensemble,29175,2020-09-07,2020-09-14,cases,28.0
56072,COVIDhub-ensemble,29175,2020-09-07,2020-09-21,cases,29.0
56080,COVIDhub-ensemble,29175,2020-09-07,2020-09-28,cases,32.0
56088,COVIDhub-ensemble,29175,2020-09-07,2020-10-05,cases,32.0
56096,COVIDhub-ensemble,29177,2020-09-07,2020-09-14,cases,6.0
56104,COVIDhub-ensemble,29177,2020-09-07,2020-09-21,cases,6.0
56112,COVIDhub-ensemble,29177,2020-09-07,2020-09-28,cases,6.0
56120,COVIDhub-ensemble,29177,2020-09-07,2020-10-05,cases,7.0
56128,COVIDhub-ensemble,29179,2020-09-07,2020-09-14,cases,2.0
56136,COVIDhub-ensemble,29179,2020-09-07,2020-09-21,cases,2.0
56144,COVIDhub-ensemble,29179,2020-09-07,2020-09-28,cases,2.0
56152,COVIDhub-ensemble,29179,2020-09-07,2020-10-05,cases,1.0
56160,COVIDhub-ensemble,29181,2020-09-07,2020-09-14,cases,12.0
56168,COVIDhub-ensemble,29181,2020-09-07,2020-09-21,cases,12.0
56176,COVIDhub-ensemble,29181,2020-09-07,2020-09-28,cases,11.0
56184,COVIDhub-ensemble,29181,2020-09-07,2020-10-05,cases,11.0
56192,COVIDhub-ensemble,29183,2020-09-07,2020-09-14,cases,434.0
56200,COVIDhub-ensemble,29183,2020-09-07,2020-09-21,cases,424.0
56208,COVIDhub-ensemble,29183,2020-09-07,2020-09-28,cases,402.0
56216,COVIDhub-ensemble,29183,2020-09-07,2020-10-05,cases,388.0
56224,COVIDhub-ensemble,29185,2020-09-07,2020-09-14,cases,1.0
56232,COVIDhub-ensemble,29185,2020-09-07,2020-09-21,cases,1.0
56240,COVIDhub-ensemble,29185,2020-09-07,2020-09-28,cases,1.0
56248,COVIDhub-ensemble,29185,2020-09-07,2020-10-05,cases,1.0
56256,COVIDhub-ensemble,29186,2020-09-07,2020-09-14,cases,22.0
56264,COVIDhub-ensemble,29186,2020-09-07,2020-09-21,cases,22.0
56272,COVIDhub-ensemble,29186,2020-09-07,2020-09-28,cases,22.0
56280,COVIDhub-ensemble,29186,2020-09-07,2020-10-05,cases,22.0
56288,COVIDhub-ensemble,29187,2020-09-07,2020-09-14,cases,267.0
56296,COVIDhub-ensemble,29187,2020-09-07,2020-09-21,cases,249.0
56304,COVIDhub-ensemble,29187,2020-09-07,2020-09-28,cases,249.0
56312,COVIDhub-ensemble,29187,2020-09-07,2020-10-05,cases,244.0
56320,COVIDhub-ensemble,29189,2020-09-07,2020-09-14,cases,1198.0
56328,COVIDhub-ensemble,29189,2020-09-07,2020-09-21,cases,1026.0
56336,COVIDhub-ensemble,29189,2020-09-07,2020-09-28,cases,954.0
56344,COVIDhub-ensemble,29189,2020-09-07,2020-10-05,cases,850.0
56352,COVIDhub-ensemble,29195,2020-09-07,2020-09-14,cases,33.0
56360,COVIDhub-ensemble,29195,2020-09-07,2020-09-21,cases,32.0
56368,COVIDhub-ensemble,29195,2020-09-07,2020-09-28,cases,28.0
56376,COVIDhub-ensemble,29195,2020-09-07,2020-10-05,cases,27.0
56384,COVIDhub-ensemble,29197,2020-09-07,2020-09-14,cases,1.0
